tweet_id,author,text,user_id,profile_text,hashtags
1521120669983031299,BadumLisa,"Jetzt ist die Zeit zu handeln. Wer es immer noch nicht kapiert hat und an veralteten Abstandsregeln für #Windräder festhält, wird abgewählt. Wir beginnen damit am 15. Mai in #NRW. #Ltwnrw22

Die ganze Rede auf dem #Länderrat von @Die_Gruenen gibt es hier: https://t.co/sDARwwpPsG",282195399,"🌻 MdB | Klimapolitische Sprecherin @GrueneBundestag | #LisaFürsKlima #BayerischesEnergiebündel #Feministin | 🇬🇷🇮🇱 | Oberfranken, Bamberg, Forchheim","[{'indices': [104, 114], 'text': 'Windräder'}, {'indices': [174, 178], 'text': 'NRW'}, {'indices': [180, 189], 'text': 'Ltwnrw22'}, {'indices': [214, 224], 'text': 'Länderrat'}]"
1488843425101361152,karla__kraus,"Mag Wompel @LagLinke findet wichtig, ""dass sich #Linke klar u deutlich für ein #Grundeinkommen ausspricht, das die vorhandene Sozialstaatsillusion durch eine echte #Existenzsicherung ersetzt, die gleichzeitig der Lohnabhängigkeit den Boden entzieht."" #Armut 
#Kapitalismus sucks!",858631034929283072,"“We don’t even ask happiness, just a little less pain.”
Bukowski ❤️#vegan🌱🐈‍⬛📚🎧😷4x💉 #fckafd #noAFDP #noCDU #BGE #Klimaschutz #MECFS #Endometriose #PTBS ua","[{'indices': [48, 54], 'text': 'Linke'}, {'indices': [79, 94], 'text': 'Grundeinkommen'}, {'indices': [164, 182], 'text': 'Existenzsicherung'}, {'indices': [251, 257], 'text': 'Armut'}, {'indices': [259, 272], 'text': 'Kapitalismus'}]"
1514164440463204352,LenaTeschlade,"Ich bin überzeugt, alles verändert sich, wenn wir es verändern und wir die Herausforderungen unserer Zeit anpacken. 

Deshalb kandidiere ich als junge Sozialarbeiterin am 15. Mai bei der Landtagswahl für die SPD und freue mich sehr über Eure Unterstützung. #NRWvonMorgen @nrwspd https://t.co/yUQmXiMiNF",1480218359551696902,Mitglied des Landtages NRW - SPD Wahlkreis Köln 16: Stadtbezirk Chorweiler/Nippes🦦 🌹 Sozial- und arbeitsmarktpolitische Sprecherin,"[{'indices': [257, 270], 'text': 'NRWvonMorgen'}]"
1508168594579992590,LaurinPol,"@MarcusPretzell @nikiVXY Die Alternative ist dann Rot-Grün unter Kutschaty. Wäre schon gut, wenn es bei SchwarzGelb bleibt.
Dass die FDP im Saarland nicht drin ist, wird die Partei wurmen, kann mir aber egal sein und hätte eh nix geändert.",1343689819990478848,"21 Jahre alt, mag Fußball (@LokLaurin2003). Hier geht es aber um Politik. Mag rechte und linke Kollektivisten nicht. Liberal. Mitglied @FDP",
1498408896154722309,TrauenMiss,"@JoachimStamp @TwitterDE Richtig, wir haben wichtigeres zu tun als weiter auf paranoide Panikmacher wie Lauterbach zu hören, deshalb gehören alle Maßnahmen eingestampft.👍",1327939749244530688,Gay not Queer,
1494758787533754372,david_doell,"???

@bak_shalom beteiligt sich an der personalisierten rechten Hetze gegen @ju_khatib und schreibt in Springer Manier ""Jules El-Khatib ist kein Antisemit oder doch?"" 🤡🤡🤡 https://t.co/5UhmIyw16U",967420856036192257,"texte für @analysekritik, @KgK_News & NON | philosophie, filme, hist. materialismus, revol identitätspolitik | queerkommunismus #DepressiveInternationale",
1509551525487689728,db11fs,"Betrifft SPD (u.a. NRW, Bayern, SH), FDP (u.a. TH, BB, BER), Grüne (u.a. NRW, Bayern), CDU (u.a. RLP, HH).

Sogar der SSW macht sich schuldig ;)",227253167,"Ordoliberalismus und Hundebilder

Nihil nisi bene.",
1489141546544939013,torsten_hautnah,"Mein Donnerstag startet mit einem Gewinn: Demnächst müsst ihr hier Selfies von mir mit einem exklusiven @ThomasKutschaty-Hoodie ertragen, den ich im Telegram-Kanal der @nrwspd abgeräumt habe. ❤️ Wuhuuu!",100816694,"Sozialdemokrat mit Leidenschaft, Zuversicht und Haltung. Und Bürgermeisterkandidat für Bergheim, dem Melting Pot des Strukturwandels voller Chancen. (er/ihm)",
1501170785691570185,TeddyKnoepfchen,"@ringobonn @DFesterling @Christian_NDBy @Ro16956046 @UKKoeln @Karl_Lauterbach @HendrikWuest @MAGS_NRW Dafür kann nan der FDP ""danken"". Passt genau zu denen und sogar zu vielen Querdullis.",920944134306848768,"Hallo! Ich heiße Knöpfchen und lebe mit ganz vielen Geschwistern 🐻und einem 🧓🇩🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🏳️‍🌈zusammen.🏊‍♂️🤺🚴‍♂️🚶‍♂️ 🎹 und kochen. 
ANTIFA.",
1488478996551589888,GuntherSchnabl,"Dubiose Meinungsforschung in NRW : Wie die SPD mit windigen Umfragen Wahlkampf macht

https://t.co/QMohoeTMcF",999019154618363904,"Direktor, Flossbach von Storch Research Institute #Money #FinancialMarkets #Asia #SozialeMarktwirtschaft #Eucken #Erhard #Hayek",
1496963450647592967,SPutinism,"@ThomasKutschaty Dummes Geschwätz. Natürlich lassen Sie die 🇺🇦 alleine, oder wollen Sie sich freiwillig an die Front melden?  Sie haben die 🇺🇦 seit 2014 alleine gelassen. Steinmeier und die SPD mit dem Minsker Übereinkommen sind die Architekten dieses Krieges. Totale Sanktionen = kein Krieg.",1398329771252125696,"Solidarität mit den Opfern des Putinismus, Europäer, Konservativ, CDU, tolerant, alter weißer Mann.
 #NAFO, #fella, #FDGO-Ultra",
1491850149542387730,Thetruewitch,@EIGitano @dieLinke 😂…Deshalb ist die Linke NRW mit ihr als Spitzenkandidatin auch dermaßen abgestürzt. Sie ist nur im Bundestag durch Listenplatz.,2189904820,"Demokratische Sozialistin, #Antifaschistin u. Weltbuerger #Resistance #noAfd #nofascism #Katzenmama #FCBayern",
