tweet_id,author,text,user_id,profile_text,hashtags,label
1523679238746160000,TheRepublicDe,Luftige Grüße gehen an @ThomasKutschaty. https://t.co/Vf3UsASrde,1097629323912250000,"Wir sind Deutschlands bürgerliche Kampagnen-Denkfabrik. Wir kämpfen für Freiheit, Sicherheit und Wohlstand. Unsere Mission ist ein bürgerliches Deutschland.",,1
1488442965974470000,STR11474016,"@fdp_krefeld ""Impfungen sind Solidarität"" Das ist wirklich einer der blödesten Sprüche in dieser Zeit. Hoffentlich erkennen die wenigen Wähler Ihrer Partei diese Verlogenheit und wählen Sie das nächste Mal nicht mehr.",1389515022439680000,"Für Frieden, Freiheit und Demokratie.
Grundrechte sind nicht verhandelbar. Gegen Klima- und Genderwahn!",,1
1493574406513310000,Hartmut54568112,"@AfD_FraktionNRW @dimetrodon109 @twittschler Corona lädt zum Karneval,
Kinder in den Schulen laden zum Maske tragen.
Was für ein Politversager der Ampel. Aber mit dem Bildungsstand fällt auch der Durchblick.
Prioritäten der minder geistigen Regierungs-Elite ist schon Klasse.",1219922059805040000,"Rentner, Kritiker, 
Die🚦hat Deutschland kaputt gemacht. Und die Brandmauer CDU macht mit der SPD da weiter. 
Langjähriger AFD Wähler aus Überzeugung.",,1
1489191195217700000,csu_bt,Erfolgreicher #Klimaschutz geht nur mit einer starken #Industrie. Wir wollen weiter ein selbstbewusstes Industrieland bleiben. NRW-Ministerpräsident @HendrikWuest macht auf unserer Klausur #Aufbruch22 deutlich: Klimaschutz geht Hand in Hand mit guten Industrie-Arbeitsplätzen. https://t.co/gpH5fQ5B0d,747696132495651000,Willkommen bei der CSU im Bundestag. Aus Bayern. Für Deutschland.,"[{'indices': [14, 26], 'text': 'Klimaschutz'}, {'indices': [54, 64], 'text': 'Industrie'}, {'indices': [189, 200], 'text': 'Aufbruch22'}]",1
1488423872303150000,BSNHAH,@fdp_krefeld Eure „Rechtsextremen“ sind außen so ‚braun‘ wie Ihr innen 😜 https://t.co/1fHHdmuDdK,2148752347,"Warnung dieser Twitteraccount kann politisch/sarkastische und satirische Themen beinhalten, mein Bademantel liegt bereit im „Besten Deutschland aller Zeiten“",,1
1500106045850630000,Gustav04154959,"@nenacasc @HendrikWuest @Karl_Lauterbach Hört endlich auf mit diesem Corona Mist. Man muss schon sehr viel von der Brühe in sich haben, wenn man das alles noch glauben kann. Lauterbach und Wüst, was bilden die sich bloß ein. Weg mit allen Maßnahmen. Für mich sind die meisten Politiker korrupt.",1373572354962560000,Für ein besseres und gerechtes Deutschland.,,1
1524482212367900000,marvin_wank,"@c_lindner @JoachimStamp @fdp_nrw Nö. Es gibt bei der NRW-Wahl keine Partei, die liberalen Mindestansprüchen genügt. Ihr seid alle Clowns.",938942950754652000,"No borders, no welfare, no nation nor state.

FDP/JuLis💛",,1
1493510420707040000,RAADARde,"Sollte Die Linke den Einzug in den Landtag schaffen, wird auch ihr Spitzenkandidat dort Platz nehmen. Aber Jules El-Khatib könnte ein Israel-Hasser sein.   https://t.co/7iUI4QTojh",976184926725984000,RAADAR ist ein Aggregator für die wichtigsten Artikel und Tweets in Deutschland • Tweets stammen vom Bot • Made by @tibor,,1
1498322113278710000,RobertderNero,Die #AFD wird bei der NRW-Wahl im Mai ein Debakel erleben.,902481977684701000,"Konservativ, christlich-sozial, Kohle & Stahl ⚒️Ruhrgebiet🌇 Fan der Borussia vom Niederrhein🖤🤍💚","[{'indices': [4, 8], 'text': 'AFD'}]",1
1514244928922130000,Drakarys_now,"@ju_khatib Leider grenzt sich der ÖRR überhaupt nicht von Narrativen ab, die weit in die Geschichte reichen und nun wieder Platte Feindbilder konstruieren. https://t.co/xTeVWHni9g",1241497988423450000,"Macht sich Sorgen um Demokratie, Freiheit und Gleichheit. Afrikanisch-deutsch-arabische-christlich-muslimische Familie. ALL HUMANS ARE BORN EQUAL",,1
1492599143411460000,BSteuerzahler,"@WirtschaftNRW @a_pinkwart @Wissing @DIHK_News @BMDV_bund @CIONRW @landnrw @MBEI_NRW @NRW_in_Berlin @Bitkom_Politik Anfangs hatte ich Hoffnung, aber jetzt nachdem efuels doch wieder Hip sein sollen, glaube ich @Wissing wird eher Scheuer2.0",1382292264324630000,"L.E.A.P Deutschland - Fördermitglied

naturverbunden,Leidenschaft für Menschlichkeit,Arschloch gegenMenschen die Menschlichkeit anführen f. maskierte Profitgier",,1
1510602591293650000,_KK1979,"@MonaNeubaur Zeitgeist! Wenn ich das schon lese… alle Umfragen gehen knapp im die 50:50 aus, weder Zeitgeist noch unverzichtbar. Wenn man die Autofahrer fragt, die sich wirklich betroffen sind, ist die Mehrheit dagegen. https://t.co/ndTQnAr3XL",872920252803371000,"freiheitsliebend, konservativ, liebt Tiere und Natur, politisch interessiert, gegen jede Form von Extremismus, liebt Klartext",,1
1488512207818310000,RND_de,"Für #Lockerungen der Corona-Maßnahmen sind SPD-Vize Thomas #Kutschaty und Bundesentwicklungsministerin Svenja #Schulze derzeit nicht zu haben. „Wir sind im Augenblick mitten in der vierten Welle“, sagt Kutschaty.
https://t.co/fY5RK8S1HS",2885573171,"Exklusive News, interessante Hintergründe und fundierte Meinungen. Hier twittert das RedaktionsNetzwerk Deutschland (RND).","[{'indices': [4, 16], 'text': 'Lockerungen'}, {'indices': [59, 69], 'text': 'Kutschaty'}, {'indices': [110, 118], 'text': 'Schulze'}]",1
1509541538195460000,derCarsti,@Kaizen_33 Es sind hinreichend schwere Impfnebenwirkungen bekannt ! #dahmen #Lauterbach #LauterbachRuecktritt #Lauterbachluegt #Wuest #Strack-Zimmermann #Scholz um nur einige Impfwütige zu nennen #NEINzurImpfpflichtab50,2968081115,"Gegen (jegliche) Form von Extremismus! Ossi ☝🏻Parteilos, Für Heimat🇩🇪 Rechtsstaatlichkeit, Demokratie, Freiheit !!! 🕊Weltfrieden🕊","[{'indices': [68, 75], 'text': 'dahmen'}, {'indices': [76, 87], 'text': 'Lauterbach'}, {'indices': [88, 109], 'text': 'LauterbachRuecktritt'}, {'indices': [110, 126], 'text': 'Lauterbachluegt'}, {'indices': [127, 133], 'text': 'Wuest'}, {'indices': [134, 141], 'text': 'Strack'}, {'indices': [153, 160], 'text': 'Scholz'}, {'indices': [196, 219], 'text': 'NEINzurImpfpflichtab50'}]",1
1514951126600270000,SeiMucker,"@GaulandAlexAfD @AfD_Muenster @RichardMol_ @AlternativeNRW @Wagner_AfD_MdL @jafuernrw @Alice_Weidel @Muenstermann999 @Holger_Lucius @kramer_heinz @MR1200rt @Vincentz_AfD @ChristianBlex @KayGottschalk1 @AfD @twittschler Und wohlgemerkt in Rot-Grünen ach so Liberalen #Münster Wo die #AfD nun wirklich es schwer hat! Deshalb gibts am 15.Mai zur #Landtagswahl #NRW #ltwnrw ein besonders dickes blaues Kreuz von mir, als Danke das es Euch gibt!

Wir schaffen das!
Nur Gemeinsam Sind Wir Stark",2966383175,"Alt DDR. Sozial u. humanistisch, aber nicht Links. Ökologisch, aber nicht Grün! Ich liebe meine Heimat u. Kultur - aber nicht Rechts! (*Kann Satire enthalten)","[{'indices': [266, 274], 'text': 'Münster'}, {'indices': [282, 286], 'text': 'AfD'}, {'indices': [343, 356], 'text': 'Landtagswahl'}, {'indices': [357, 361], 'text': 'NRW'}, {'indices': [362, 369], 'text': 'ltwnrw'}]",1
1516079603642780000,krus_stern,"#Ukraine beschränkt Kauf von Kultbriefmarke

Ukrposhta hat innerhalb von fünf Tagen mehr als 500.000 Briefmarken mit dem russischen Kriegsschiff verkauft. Die Abgabemenge wurde nun auf 30/Person begrenzt.
#Moskva #stamp #SlavaUkrayini 
https://t.co/927jvr3Dsq https://t.co/nDhnXXqQhl",1294576949738840000,"Politik und Zeitkritik. 
Nachrichten und Kommentare zu Europa 🇪🇺, Ukraine 🇺🇦, Deutschland 🇩🇪, Russland.
https://t.co/DfePE71rfr","[{'indices': [0, 8], 'text': 'Ukraine'}, {'indices': [205, 212], 'text': 'Moskva'}, {'indices': [213, 219], 'text': 'stamp'}, {'indices': [220, 234], 'text': 'SlavaUkrayini'}]",1
1523666660179480000,StefanWallukat,"@matthiasfuchs_ Der Hammer, die @spdde versucht den Wähler in NRW zu erpressen, entweder ihr wählt wie wir das wollen, oder die Bundesregierung läßt NRW mit einem Ministerpräsidenten @HendrikWuest hängen und am langen Arm verhungern! - Frechheit! 👎",1012104127,Westfale mit Bodenständigkeit und daher auch seit 40 Jahren CDU Mitglied. Ich liebe meine Heimat und fühle mich hier sauwohl.,,1
1517151682232150000,MeyerGringo,"@Himmel_und_Erde @AlternativeNRW @Karl_Lauterbach @NancyFaeser @HendrikWuest Mehr Waffen ,mehr Tod ,Elend und Zerstörung . Am Ende kann die Ukraine nicht gegen eine Atommacht gewinnen .
AfD und Linkspartei haben es erkannt .
Die Kriegstreiber ,die davon profitieren, reiben sich genüsslich die Hände ..
😰💀☠💀",1214193819710710000,"Recht und Gerechtigkeit, Tradition 🇩🇪🇮🇱
Was sich bewährt hat ,bewahren !
like nicht = Zustimmung.",,1
1493243875808450000,SportSicherheit,"Vielen Dank an @SabinePoschmann &amp; Frank Ullrich von @spdbt &amp; @PhiKraemer von @GrueneBundestag! Wir freuen uns darauf, mit Ihnen #Sicherheit &amp; #Unfallprävention im #Sport vorwärts zu bringen. @sportDland @BMI_Bund @KuehniKev @oezdemir_spd @MariaKlSchmeink @LSB_NRW @KonstantinNotz https://t.co/fMsLZOAxdI",2436885354,"Hier twittert David Schulz, Vorstand der Stiftung Sicherheit im Sport, die zum Ziel hat, Zahl & Schwere der Sportverletzungen in Deutschland zu minimieren.","[{'indices': [136, 147], 'text': 'Sicherheit'}, {'indices': [154, 171], 'text': 'Unfallprävention'}, {'indices': [175, 181], 'text': 'Sport'}]",1
1493562689272040000,Skippydasbusch1,"@HendrikWuest Ich freue mich auf Mai, Herr Wüst, wenn Sie die Quittung bekommen für Ihre Worte und Taten. #NieMehrCDUCSU",1331649578555330000,"Dem Wahnsinn in Deutschland und der EU entflohen, richte ich aber weiterhin den Blick auf die degenerierten Zustände dort.","[{'indices': [106, 120], 'text': 'NieMehrCDUCSU'}]",1
1488932185579170000,realpatrick__,"@DirkE89495589 @panemetc62 😂😂😂 was?! Wüst‘s Ministerium hat neben Reul wohl am stärksten gearbeitet. Wie kann man denn so beleidigt sein, weil jemand pro Impfpflicht ist? Hendrik Wüst allein bringt die nicht durch 😂 Wüst ist n top Kerl!",1446231925702670000,Unprofessionellster Twitteraccount Deutschlands / Ingenieurstudent 🚀/ konservativ 🙌🏻 Deutsch 🇩🇪,,1
1490205895736890000,DirkH21,"@MonaNeubaur Ist es nicht verdammt tragisch, dass sich die #Grünen, also die Jenigen, die sonst noch nicht mal Gengemüse(!) akzeptieren, sich nun als Knechte für den Profit von #BigPharma durch die Manege treiben lassen? Kann man machen. Ganz klar. Muss man aber nicht…",1012796866172480000,"Posts enthalten Ironie/Sarkasmus
„Das Geheimnis der Freiheit ist der Mut“. (Perikles) | liberal-konservativ | Fan der Demokratie (nicht Unseredemokratie™)","[{'indices': [59, 66], 'text': 'Grünen'}, {'indices': [177, 187], 'text': 'BigPharma'}]",1
1501643828280940000,MaxSchneevoigt,"Freue mich auf meine neue Aufgabe als #Mitgliederbeauftragter im Vorstand der CDU Fleyerviertel.

Mein Mitgliedsantrag wird an @PaulAnsgar04 gehen!",1416682856500410000,~ Politik ~ Liberal Konservativ ~ CDU ~ Vorsitzender der @JUHagen,"[{'indices': [38, 61], 'text': 'Mitgliederbeauftragter'}]",1
1488405245424250000,panemetc62,"Schnell noch bekannt werden: ""Seit Hendrik Wüsts (CDU) Amtsantritt als NRW-Ministerpräsident Ende Oktober hat sich die Stimmung in der schwarz-gelben Koalition verschlechtert. Der Grund: Er vertritt einen strikteren Corona-Kurs als sein Vorgänger."" (WELT) #NRW #Wüst",942849893827334000,"Demokrat, konservativ. Katholisch. NRW.  Mitglied CDU RBK. Wuppertal. 🖤 🇩🇪 🇫🇷 Etwas links. Amb. Pflegedienst. Ironie= mag ich. Mitglied BWReserve.","[{'indices': [256, 260], 'text': 'NRW'}, {'indices': [261, 266], 'text': 'Wüst'}]",1
1494387031493030000,wegecon,"Dr. Vincentz rechnet ab: Faktensturm fegt Regierung weg! 
Oft haben Grüne, SPD, CDU und ganz besonders die FDP Martin Vincentz in den letzten zwei Jahren angeschrien und gepöbelt. Nach dieser Rede könnte man im Parlament eine Stecknadel fallen hören. 
🎬 https://t.co/PfpyuNuNG6",597181131,"Angehöriger der ""ekligen weissen Mehrheitsgesellschaft, die rassistisch durchzogen"" ist. Patriot seit Geburt. (Like/RT=Lesezeichen)",,1
1518990384633890000,Sparifankerl2,"@kramer_heinz @AfD_Muenster @PeachTr47293532 Wie sagte doch Merkel,  wir werden die AfD bekämpfen,  mit allen Mitteln. Die Qualitätsmedien leisten da ganze Arbeit. https://t.co/KHEGZIAnnT",1338392534884740000,Konservativ,,1
1497758824069060000,V17Bob,#cdu #wuest für die Abschaffung der mwst auf energiekosten. Es gibt ja doch noch Politiker mit Verstand #putin #UkraineKrieg,808066461063414000,"Politisch interessiert, konservativ","[{'indices': [0, 4], 'text': 'cdu'}, {'indices': [5, 11], 'text': 'wuest'}, {'indices': [104, 110], 'text': 'putin'}, {'indices': [111, 124], 'text': 'UkraineKrieg'}]",1
1492457213910290000,Markus17590,"@twittschler @maxotte_says Leider äüßerst unwahrscheinlich, dass Otte gewählt wird.
Die CDU wählt lieber links....",1428788668412660000,"🖤💙
Volks-& Betriebswirt,
Wirtschaftsliberal,
Konservativ,
Gemeinsam gegen Linksgrün
Linksgrünen Staatsfunk reformieren,
MAGA,
Gegen Tempolimits",,1
1489578614404360000,reessge,@ThomasKutschaty SPD Gefahr für Deutschland !,1477437841286340000,"Schauspielschule 1970-74, R.Steiner-Deutsch-Studium, Videofilme und über 30 Theaterproduktionen, einschl. Freilichtaufführungen, Passionsspiele u.v.mehr.",,1
1495491098348770000,ju_khatib,"Am 15.05 wird @DieLinkeNRW in den Landtag gewählt, eine Woche vorher wird in Schleswig-Holstein gewählt. Heute hat @linke_sh ihre Liste gewählt mit @susispethmann und @JohannKnigge haben sie heute eine tolle Doppelspitze gewählt. https://t.co/B3gOKIwET6",707219371798741000,"Aktiv für Menschenrechte, Vizepräsident Deutsch-Palästinensische Gesellschaft, Anfragen an jules.el-khatib@web.de 🇵🇸",,1
1516802545531900000,J1776Gandolfini,"Jeder, der wie ich selbst im Mai in NRW zur Wahl geht, sollte bedenken, auch wenn ihm/ihr MP Wüst nicht so zusagt, wir haben einen Top-Innenminister Herbert Reul👈Schon er alleine ist ein Grund die #CDU zu wählen.
#niewiederspd",1442859382107260000,"Fan der echten Borussia🖤🤍💚 Aus dem Ruhrpott, durch Kohle gehärtet🌇Römisch katholisch✝️ konservativ & christlichsozial ist kein Widerspruch🎩⚒️","[{'indices': [197, 201], 'text': 'CDU'}, {'indices': [213, 226], 'text': 'niewiederspd'}]",1
1501524100480650000,88LoniK28H,"Keine. Alles wie gehabt. Sind doch so viele zufrieden. Scholz 60%,Baerbock 59%,Habeck 53%.",872044073720394000,"Deutschland ist meine Heimat. Und das Liebste mag's uns scheinen so, wie andern Völkern  ihrs.🇩🇪",,1
1488912186546270000,onkel_donald,@Markus_Soeder @HendrikWuest @csu_bt Bitte unterstütze ihn so wie du Laschet unterstützt hast. Dann sind wir ihn bald hier in NRW los.,1475414417143710000,Kickboxer; pro Kernenergie; empathielos; Eigentümer und Nettosteuerzahler; Death/Thrash Metal; ohne politische Heimat,,1
1488587865839880000,Castrique_DE,"#cdu: Erfährt aktuell Kohäsion von FDP- und SPD Wählern. Fraglich ist Untermauerung des Trends durch #Corona-Kurs und den kommenden Wahlen #ltwsl #ltwsh und #ltwnrw22.

...",1488540290390630000,CL schätzt Trends zu politischen Entwicklungen in Deutschland.,"[{'indices': [0, 4], 'text': 'cdu'}, {'indices': [101, 108], 'text': 'Corona'}, {'indices': [139, 145], 'text': 'ltwsl'}, {'indices': [146, 152], 'text': 'ltwsh'}, {'indices': [157, 166], 'text': 'ltwnrw22'}]",1
1489740748627090000,techniker32,"🔔🌟""Ein schöner NRW in dieser Zeit""🌟🔔

99 Tage to go. Vote Green. 💚🌻
#NRW @gruenenrw @MonaNeubaur",1156710539294390000,"Grüner in Grün 🌻🪖 
Für Verfassung, Vaterland und Europa. 🇩🇪 🇪🇺
Im Südn dahoam. 🍺","[{'indices': [68, 72], 'text': 'NRW'}]",1
1504125882725710000,dinkelass,"„Machen, worauf es ankommt.“ - Gerade in diesen schwierigen Krisenzeiten brauchen wir verlässliche Führungspersönlichkeiten. Dafür steht @HendrikWuest. Mit voller Energie für #nrw. @CDUNRW_de https://t.co/xISebI8YDR",318351504,"Westmünsterländer, Familienvater, Kommunalpolitik, CDU, FCB, Deutsch-Israelische Gesellschaft, hier: privat.","[{'indices': [175, 179], 'text': 'nrw'}]",1
1521560030679550000,Junge_Union,"Die CDU in NRW macht es vor:

- 75% Rückgang bei Wohnungseinbrüchen 
- 36% Rückgang der Kriminalitätsrate
- 10.000 zusätzliche Lehrerinnen und Lehrer eingestellt
- 600 km zusätzliche Radwege gebaut

#wahlarena #ltwnrw2022 #wüst",17005237,Die Junge Union Deutschlands ist die größte politische Jugendorganisation in Deutschland und Europa.,"[{'indices': [199, 209], 'text': 'wahlarena'}, {'indices': [210, 221], 'text': 'ltwnrw2022'}, {'indices': [222, 227], 'text': 'wüst'}]",1
1521566385889070000,76Rolandos,"#wahlarena : 
#Kutschaty - nöö, lass' ma...🙈
#stamp - total überheblich und unsympathisch..!",1025432134838870000,"Rechtkonservativer Oberschlesier, alte Schule, Patriot, Gläubiger Christ, dankbar...😘🇩🇪","[{'indices': [0, 10], 'text': 'wahlarena'}, {'indices': [14, 24], 'text': 'Kutschaty'}, {'indices': [45, 51], 'text': 'stamp'}]",1
1490714166759510000,UweBhm12,@ju_khatib Dann reichte doch das Geld um drängende Probleme in der Welt zu lösen. Insbesondere Afrika könnte durch die Ausbeutung ihrer Bodenschätze Wiedergutmachung erhalten.,1227555473370550000,Parteien in Deutschland /internationale Politik/ Umwelt u.-Naturschutz/Reisen/Wandern/Pilgern/Angelsport,,1
1524688194041700000,gabonn,Nach Angaben von NRW-Vize-Ministerpräsident Joachim Stamp (FDP) ist in #Essen ein mutmaßlicher Nazi-Terroranschlag verhindert worden. https://t.co/tWTCwUd7sE,22751175,"Hier twittert https://t.co/UNlyzfTNO1. News aus Bonn, der Region, Deutschland und der Welt. | Impressum: https://t.co/6qjUOCNolH","[{'indices': [71, 77], 'text': 'Essen'}]",1
1523944055218060000,Rulitschka,"Wer sich von der innenpolititschen Kompetenz der NRW-SPD überzeugen möchte, braucht sich nur die Kölner Silversternacht zu erinnern. 

#ltwnrw22",918936446,Konservativ • Klartext • CDU CSU || Spindoctor für bürgerliche Politik,"[{'indices': [135, 144], 'text': 'ltwnrw22'}]",1
1525130222475130000,Michael_Lauris_,"Ich deute die #messerattacke in #NRW als sicheres, untrügliches Zeichen #AfD zu wählen. Wer das nicht begreift, findet sich damit ab oder heißt es gut.
#nrwwahl2022",1049066002858660000,"Wahrheit für Deutschland!...Schulter an Schulter mit unseren Bürgern! Wir stehen zu Euch und mit Euch! Unser Volk sprengt seine Ketten. Gewiss💙💙💙
AfD FF👍✨💙","[{'indices': [14, 28], 'text': 'messerattacke'}, {'indices': [32, 36], 'text': 'NRW'}, {'indices': [72, 76], 'text': 'AfD'}, {'indices': [152, 164], 'text': 'nrwwahl2022'}]",1
1501585086457730000,VaginaTuse,@AfD_FraktionNRW @Wagner_AfD_MdL unHEIL Höcke!,1449349706849650000,"Gegen Genderwahn, gegen links- und rechtsversiffte Gülle, gegen die Überbewertung vaginaler Ejakulationsauffangbecken, gegen Spaßbremsen und gegen Mundgeruch.",,1
1489314454856740000,the_woment,"vonderleyen: Gutes Gespräch mit @HendrikWuest: NRW steht im Zentrum unseres #EUGreenDeal

6% aller Treibhausgase der EU kommen von hier. Deswegen ist für ganz Europa wichtig, dass @landnrw auf Innovation, rasche CO2-Reduktion und Grünen Wasserstoff setzt… https://t.co/xgXwHSbcWO",1366097299349380000,"Now is the time to forge a more gender equal world. Now is the time to celebrate the achievements of every woman, everywhere. OUR TIME IS NOW!","[{'indices': [76, 88], 'text': 'EUGreenDeal'}]",1
1508402110722940000,Woffka_ru,"@JoachimStamp Frieren für die Ukraine. Hungern für die Ukraine.Fahrrad fahren für die Ukraine.Keine Wohnung bezahlen zu können, natürlich für die Ukraine.Alles für die Ukraine- was ist aber eigentlich für Deutschland? Alles, wo deutsche Politiker verka...t haben, wird mit ukr. Fahne abgedeckt.",3010417673,"In Russland war ich Deutscher, in Deutschland bin ich Russe.",,1
1504016876996910000,Hanna_Wells_,"Die Grünen sind lost in diesem Punkt, zu meinem unermesslichen Bedauern.

Aber vielleicht für @spd_fraktion_nw und @CDU @Frauenunion interessant.

#frauensagennein
https://t.co/c9WflqLkk5",1462875272886190000,"Frau. Mutter. Atheistin. Pronomen und die Begriffe ""Mann"" und ""Frau"" verwende ich stets bezogen auf das Geschlecht, nicht ""Identität"" oder Geschlechtseintrag.","[{'indices': [147, 163], 'text': 'frauensagennein'}]",1
1492800709208770000,Schoko_Goetti,@MatthiasHauer @cducsubt Der senile alter Mann symbolisiert das Krebsgeschwür den Niedergang von #Deutschland. Die #cdu beteiligt sich daran. Das werde ich mir für die nächste Wahl in #NRW merken. #NichtmeinPraesident,1467270673718550000,"incognito hier, IT Mensch, konservativ, versteht die CDU nicht mehr, Besitzer von WP, Stromer & Kachelofen weil es praktisch ist.","[{'indices': [97, 109], 'text': 'Deutschland'}, {'indices': [115, 119], 'text': 'cdu'}, {'indices': [184, 188], 'text': 'NRW'}, {'indices': [197, 217], 'text': 'NichtmeinPraesident'}]",1
1492873126014770000,57_eazy,"@bruno_nrw @BGrafenstein @robinalexander_ @welt Otte ist das erbärmlichste nach Höcke, was die AfD darbieten kann xD",1131220100110010000,"Fachgesundheits- und Krankenpfleger -  Anästhesie und Intensiv - Mitte Links -
Deutsch - 32 - Verlobt mit Serđana ♡ - Duisburg",,1
1493896527542200000,UP0115,@SteinbachErika @AfdAachen Grüner Mist oder grüne Bourgeoisie egal UNWÄHLBAR!,1322556691674780000,"Deutsch denkend, aber offen für anderes. Familie ist die Kernsubstanz des Staates! Kein Gender und Multikulti in Extremform.",,1
1498292809958400000,wwInvestigation,@HendrikWuest Sie sind erbärmlich und an Doppelmoral kaum mehr zu überbieten! Ekelhaft solche Typen wie Sie!,3235449327,"""Ich werde dafür bezahlt misstrauisch zu sein, wenn es gar keinen Grund gibt, misstrauisch zu sein"" | Rotgrün 👎 | Konservativ 👍",,1
1509544784280570000,AlfonsLffelman1,"@HendrikWuest Haltern, das Monaco des Ruhrgebiets",1323387537646410000,"Deutsch, und Philosophielehrer in Castrop rauxel",,1
1489950007348380000,JEcklebe,"Die Tristesse des Sozialismus, festgehalten vom Fotografen Ulrich Wuest. Das wollen Linke, SPD und Grüne Ökotaliban und die FDP wieder zurück haben?
Klickt Euch mal durch die Gallerie https://t.co/coeI8GAEom https://t.co/EuryEa1ulE",1414196728664840000,"1989 die GRÜNE PARTEI mitgegründet, 
2011 die Partei DIE FREIHEIT mitgegründet
2013 Die Partei Alternative für Deutschland (AfD) mitgegründet.
Antiextremist.",,1
1489537086072010000,HerrOktober,"Man kann nur hoffen, dass @ThomasKutschaty kein MP wird. Als er noch Justizminister war, fragten wir uns täglich wie viele Verbrecher wohl heute aus einer JVA ausbrechen. Nicht wahr, @bodoloettgen?",1343963261469930000,konservativ | 🇮🇱🇺🇸🇩🇪🇫🇷🇬🇧🇯🇵 | Warmer Bruder und kalter Krieger | Im Zweifel Rechts | Gott strafe Russland |,,1
