user_id,profile_text
1912183669,"schwurbler aller 🇩🇪 länder, vereinigt euch! gegen #gruenermist, #klimalüge, #kriegstreiber, #wokeagenda und #coronawahn. dank dsa meist nur comments & reposts"
1396692078,"#ichbinantifa|schist u. #woke #fcknazis #fckfdp #fckunion #fckreligion #fckmusk | eigene inhalte hier 👉🏼
https://t.co/tckxi5rivd"
932090437,"enthält spuren von ironie & sarkasmus
putin-trolle werden geblockt
linksgrünversifft #teamhabeck
#teamwissenschaft #klimaschutz #antifaschist*in  #taxtherich"
1077567024270901248,"zuckerbrot ist alle!
#noafd#wirsindmehr"
811184630682501121,"bsky: @bjgeb.bsky.social 
# wissenschaft ,esports, politik
#noafd 
nazisraus
""beim bund"" war ich auch,
darf nur noch auf ü60 parties
mr.fixit
raspi
esp32"
19196509,"habe ein herz für die #betonkühe, beruflich #energiewender, studierter #bauer, im #dorfleben verwurzelt und der #seelengesundheit verpflichtet."
1422630680052310021,"#bitteimpfen
#klimaretten
🇺🇦🇮🇱"
236541596,kommunalpolitiker aus düsseldorf | informatiker | #sozial #protestwählen
1219979497270804480,"weder rechts noch ""mitte"".

terfs, springerhuren und faschos (jeweils m/w/d) werden geblockt.

#ichbinantifa #wirsindmehr 
#fckafdp #niemehrcducsu #niemehrspd"
1259890725984047104,#vater #opa #thüringer #noafd #nobsw #katzenfreund #kaffeejunkie #sarkast @foofighters @bmthofficial das leben ist so hart wie ein koffergriff.
1247757036953022466,"#portugal #lisboa #musik #gitarre #pinkfloyd @fcbayern
#fcknazis #fckafd #fcktrmp
#grünenmitglied

schaut mal rein bei @homburganalyst"
850042779136929793,"für gesunden menschenverstand, gegen ausgrenzung. egal ob #religion #liebe #herkunft. außer: #nazisraus"
1280551411051384833,"politik, polemik und ein hauch privates🐨               
1,5° ultra🌻🌍
#fckafd"
882337676850057217,"unsinn im kopf der raus muss
#noafd"
1374305009987432449,"mediziner #planetaryhealth #climatecrisis #longcovid
freiheit des einen endet, wo die des anderen beginnt!
#standwithukraine"
992076643312205829,🇩🇪🤝🇮🇱 🇩🇪🤝🇺🇸 #standwithukraine #standwithisrael #fckbds #fckafd #fcknzs #fckbsw
1403403982693937153,offizieller zusammenschluss für gewerkschafterinnen und gewerkschafter in der partei #dielinke. mach mit: https://t.co/ohuavuydqn
1126951064832442368,"ex erzieher seit 2022, gegen #durchseuchung, #lebenstattprofite schützen, #zerocovid umsetzen, 3. #weltkrieg verhindern"
1449080501839568899,"#teamhabeck #afdverbotjetzt #wirsindmehr #wirsindbunt
himmlischer zweitwohnsitz im aufbau: @gg-ist-ein-schatz.bsky.social"
4372024708,mitglied der  @cdukamen @netzwerkmmb #cda    bvb fan✝️ jesus nachfolger jeder extremist ist miest  pro life für das leben
1414606583984791555,"my alt account

#istandwithisrael"
2189904820,"demokratische sozialistin, #antifaschistin u. weltbuerger #resistance #noafd #nofascism #katzenmama #fcbayern"
2403082631,#longcovid 😷 03/2020 und mecfs  #maskebleibtauf   #nonazis #noafd  frisch im himmel 🌞🌝 @suse1603.bsky.social
269414124,"mahner für mehr umwelt- und klimaschutz und eine dezentrale energiewende
in allen sektoren bis 2030 !
basis für eine ökosoziale wende ist die #energiewende."
484186952,journalist. fußballfan. läufer. schiri. @ksta_koeln. @koelnischer. @comeonfccom. @schwatzgelbde. #nonazis #fckafd #fckhms 🇩🇪 🇮🇱🇪🇺
1274077425710792712,"gut gemeint, ist das gegenteil von richtig. #noafd, #nonazis 🏳️‍🌈🇪🇺.     erst mal haben, vermüllt unsere weltmeere 🌊 die"
1048675511088680960,"#antifaschistin #freegazafromhamas mehr klimaschutz oder mehr klimakrise, das ist die frage. denkt an eure kinder, enkelkinder und euer eigenes leben!"
71335613,"🖤💛 💚 #teamhabeck #fcknzs familie, lebe, liebe, lache 🤘empathie, mama, liebe gute gespräche über gott und die welt, meer, wohnmobil, und neues!"
1320408570,politisch interessierter mensch aus paderborn #noafdp #nonazis fan von #bmg - glücklich verheiratet mit @chrissie_oz auch dort unter: @pitsch_peter@mstdn.social
819631845046439936,"überzeugter europäer, mannheimer aus leidenschaft, @cdu kommunalpolitiker, fan der einzig wahren borussia #cdu #noafd #nolinke"
836466184744742912,"für das #bochum|er ehrenfeld #boehrenfeld unterwegs - die #spdboehrenfeld @spdboehrenfeld@sozialdemokratie.social
vorsitzender/ratsmitglied: @jensmatheuszik"
1047017643075620865,"♀️ she/her #rweenteignen #noafd 
 #dankegrünefürnix."
1241726248897974276,#sprachheilpädagogin in der frühförderung #kommunala #teamhabeck #bergischgruen💚💚
1228794235568173063,politik i mal mehr mal weniger ernst i #noafd i private meinung
1319379186616832005,"i promise not to sell your perfumed secrets.

#noafd #standwithukraine️"
1316325368756920321,"musiker🎶 
@dwenteignen
climate 1,5°  
don't fly🚴⛵💚 
#tebe 
greenpeace- & duh-förderer, 
 @hart-frentz.bsky.social 
#fckafd #merznichtmeinkanzler"
1231207455545315329,"soz.arbeit u.a. integration, projekte - kreative chaotin - trotz allem immer (wieder) an kleine + große wunder glaubend - was sonst?! #noafd"
1288028617876942848,#autofrei 👉 kopf frei 🧀🍉☕ #bge 🇩🇪🇺🇦 #ukraine #klimakrise ⛈❄🔥🌡
736935466604363776,"#nonazis #noafd #147sf 
world citizen from 🇩🇪, teacher, reader, phd. 
followed by 2 great nancys: @teampelosi and @nancysinatra

no dms please!"
1225074762369716224,"sozial denkender mensch, rassismusgegener, linker, #pirmoll, #bildzeitungsboykott, #standwithukraine #maskeauf, #noafd"
1304712169972543488,"heil- und sozialpädagoge, lehrer, wissenschaftsorientiert, oldschool trekkie, baut gerne mal mit dänischen klemmbausteinen, liebt freizeitparks #fckafd"
889908852,"#leavenoonebehind! migrationsfachberatung in brandenburg, hier privat"
1447548799052812289,"faschisten hören niemals auf faschisten zu sein, man diskutiert mit ihnen nicht hat die geschichte gezeigt. #fcknzs
he/him"
1270475387030700032,"antifaschistisch, lesbisch, feministisch 🖤✊🏼🟢🟡🔴
#abolishpolice
#fightnzs
#fightcptlsm
#fightpatriachy
#nzsbxn
#blacklivesmatter
#keinmenschistillegal"
1319723225287430146,"zionismus ist okay, hasse #müll: foodie-expertise vorhanden, medienaffiner koch-geselle & haselnuss-fan. #bowieforever, #küchenhilfe #antifa #radverkehr"
1427506400343769089,"#noafd,#nazifrei #noqd, sozial und demokratisch
progressive — das heißt die inszenierung etwas ändern, um das repertoire zu retten"
569486089,"#nafo #fella // #raidernation // handwerk // games // star trek //12yearsveteran - arty, drones, recce// #wirsindmehr // #fckafd //📯"
3133855923,"#antifaschismus #feminismus #oetti 
das reicht."
719557153187618816,stv. landessprecher @dielinkenrw || sprecher @linke_oberberg || mitglied im kreistag oberberg & rat nümbrecht #antifa #leavenoonebehind #nurmitlinks #meinvfl
1224629807272599552,vertreter der stadtgesellschaft | mieter-aktivist | stadtsoziologe | sozialist | freiheitskämpfer für grundrechte | #nosed | #noafd | mietendeckel-frei
1160855368995659776,"wir sind 8 mrd menschen, alle sind individuen, keine schublade passt jemals ganz genau...
#noafd
#wirsindmehr"
556229192,#wirsindbunt! 💚💚❤️💚💚
3364008879,"me vale un kilo de vrg   

nextgenxennial 

f ck y u i w n´t d w at yo t ll m 

#fckafd #fckbild #fcknazis #fckfdp"
2299950913,(sie/ihr) medien-/musikbusiness. 🎶 geisteswissenschaftlerin.📕 passionistin.🔥 humanistin.♥️ leben mit kptbs.🧞‍♀️#freebelarus #freeirdorath #staywithukraine
1469313752,"😷datenschützerin #datenschutz, ceo von bartz & bartz gmbh (datenspezialisten/ki), juristin #standwithukraine #standwithisrael #bringthemallhomenow 💔"
1434513868471033856,überzeugter antifaschist! vierfach geimpft gegen corona. klare kante gegen #noafd und alle anderen nazis. hartz4 empfänger. idealist.
532868837,"#diepartei #leverkusen ♥ elitär, bourgeois und amoralisch ♥ wir brauchen eine filterbubble, weil wir eine filterbubble brauchen ♥ #fcknzs"
2990096279,global explorer from 🇩🇪🇩🇪🇩🇪| liberal conservative @cdu | #noafd
1433891796589891590,"das klima kann nicht warten #teamhabeck #habeck4kanzler
gegen rechts #wirsindmehr
#covidisnotover
#bildungabersicher"
1444788794159476742,"🇪🇺 #selbständig #hakeit 💾
🟩 oberst der st. fabian und sebastian #schützenbruderschaft
🟥 #spd
seit über 30 jahren kommunalpolitik #willebadessen"
778954809005178880,"kennzeichenpflicht für gazellen #slavaukrainii 🇺🇦 #fcn #kriemhild 🎸 #bloodyernesto 🎸#bap 🎸nachteule
🚲ikalisiert #fckafd #gegenjedenantisemitismus"
1020229965185536000,🧡 🍀 🇺🇦 #noafd
58523957,"kapitalismus bekämpft armut,

sozialismus bekämpft reichtum.                   
                       
#bringthemhome"
1097500586407276544,"#sozialliberaler bei #volt 💜 - bestens in der pfalz integrierter hesse, europäer und weltbürger - #wirsindmehr"
1179134602222415873,"#bildungabersicher
#noafd 
#fcknzs
#schattenfamilien"
1857073951,"bauing. siwawi - sozi - #teamglobukalypse - impfen schützt, esoterik nicht. das herz schlägt💙🤍#wirsindmehr #noafd #niemehrcducsu #teamvernunft"
1483816531238789126,brandenburg zeigt haltung! für demokratie und zusammenhalt! #haltungzeigen #niewiederistjetzt
1185495847750029312,"maskierte boomerin, radfahrerin, ökotussi 🌻 #wirsindmehr #habeck4kanzler #verkehrswende #covidisnotover #fcknazis #noafd *save your local planet*"
2690503151,"sc freiburg mitglied, rentnerin, prog-rock fan, oma, 🚲 ,🦮/⚽️#wirsindmehr, #wirsindbunt"
62476514,hier bloggen kerstin köditz (ex-mdl @linke_ltsachsen) und volkmar wölk. #antifa|schismus aus anstand und aus vernunft.
1432855898880421896,"sozialdemokrat #spd, antifaschist,  verdi. gemeinderat ahnsbeck. ein mensch ist ein mensch mit gleichen rechten unabhängig wo oder von wem er geboren wurde."
3295629539,#longcovid #mecfs #parentsforfuture #klimakrise
1484021548122005504,"zweifachmutter, psychologin, engagiert in schulpflegschaft und kitavorstand, gegen coronaeinschränkungen für kinder! geimpft und keine querdenkerin! #noafd"
1300849802234781697,der ortsverband @dielinke im schönen #hilden im rheinland. #sozial. #gerecht. für alle.
1324334129043906561,"gesundheits und krankenpfleger,  ehrenamt #thw 
einfach nur mensch sein 😷
#wirsindmehr"
1388861359253860352,"#istandwithisrael
pflanzenrechtsaktivist
vulkanismusexperte

ein huhn, gefangen im falschen körper

pronouns:theyne hoheit

#188mussweg
#einervon18millionen"
1045572022531690502,mit ❤ für #verkehrswende #köln findet ihr mich unter https://t.co/6gaoy1jrwv
88916809,"🇮🇱 #istandwithisrael | nerd | ""alte socke der netzpolitik"" | politik aus notwehr: mein buch über das erbe der piratenpartei https://t.co/vklapwl2fv"
1496580464894742537,"#nonazis, #gibafdkeinechance #noafd  #dieafdverbreitetangst  #fckafd"
1135921348440576000,"dokumentation & recherche zur afd in #bochum, nrw und darüber hinaus
#noafd"
892491819359096832,vorsitzender herringen-spd / fraktionsvorsitzender bezirksvertretung herringen / mitglied von @s04 und @_verdi / @patriots / esport ❤️ / #fckafd #wirsindmehr
902997622906130435,"ein deutscher amerikaner der sich im krautland wohlfühlt...😉 #wirsindmehr

https://t.co/kdbu0pmsg3
 
es ist nicht immer leicht mit dem (n) deutschen/m..😁"
1265370903174680584,"#teamhabeck #linksgrünversifft #noafd, #noafdp, #fckcsu #fckcdu, vegan, gegen nazis, gegen querdeppen #wirsindmehr, stoppt die dummheit!"
833618283966390274,"hier twittert der landesverband erneuerbare energien nrw: nachrichten, kommentare und infos rund um #erneuerbareenergie, #energiewende und #klimaschutz in nrw."
1385513441952247815,"#noafdp #nobsw #nafofella
op, ü74, vulnerabel, decomesh, klöppeln, frivolité,🐶🐑🐔🐓
#antisemitismus, #rassismus, #c19-leugner, qd, vm:⛔🌪️
51zuschauer mag 🦣"
